APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
9060844,T32,AG,4,N,4/12/2016,5/1/2016,4/30/2017,866,T32AG041688,SCHOOLS OF MEDICINE,PA-11-184,4T32AG041688-05,NIA:181131\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE ON AGING,Aging; ,PROVIDENCE,UNITED STATES,BIOCHEMISTRY,1,1785542,US,1003201,BROWN UNIVERSITY,RI,29129002,"The increase of more than 25 years in the average life expectancy of Americans during the 20th century is remarkable; however, this rapid increase of the elderly population has led to a burden of disease and disability that threatens to overwhelm our society. Fortunately, research is beginning to identify universal mechanisms that determine and even regulate the aging of all organisms, including humans, and impact all organ systems. The objective of this training program is to train the next generation of scientists to engage in interdisciplinary research to discover and implement therapies to alleviate the suffering caused by age-associated degenerative processes.",1887597; ,"SEDIVY, JOHN M.;","VELAZQUEZ, JOSE M",5/1/2012,4/30/2017,Biology of Aging; Molecular Biology; pre-doctoral; Training; ,Predoctoral Training in the Molecular Biology of Aging,41688,ZAG1,Special Emphasis Panel ,,,5,177304,9064,181131,0,0,1,1,TRUE
9275668,T32,GM,3,N,8/1/2016,7/1/2016,6/30/2017,859,T32GM008646,SCHOOLS OF ARTS AND SCIENCES,PA-16-133,3T32GM008646-18S1,NIGMS:73196\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,SANTA CRUZ,UNITED STATES,BIOCHEMISTRY,20,125084723,US,577510,UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,950641077,"PUBLIC HEALTH RELEVANCE: Our Training Program offers students cutting-edge and interdisciplinary training in systems and approaches highly relevant to human health, such as stem cell biology, cancer biology, and neurodegenerative diseases. Basic research on such processes as cell division, signaling, and neurobiology also contributes to building the foundation of knowledge needed to understand development and disease.",1887808; ,"STROME, SUSAN ;","BENDER, MICHAEL T",7/1/1999,6/30/2019,career; graduate student; Grant; National Institute of General Medical Sciences; programs; Training; ,Request for an NIGMS Training Grant Supplement to develop a 'Career Planning' program for graduate students at UCSC,8646,TWD,NIGMS Initial Review Group ,,S1,18,68238,4958,73196,0,0,1,1,TRUE
9052754,T32,DC,5,N,6/30/2016,7/1/2016,6/30/2017,173,T32DC000046,EARTH SCIENCES/RESOURCES,PA-14-015,5T32DC000046-22,NIDCD:343935\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,,COLLEGE PARK,UNITED STATES,BIOLOGY,5,790934285,US,820102,"UNIV OF MARYLAND, COLLEGE PARK",MD,207425141,"PUBLIC HEALTH RELEVANCE: The CEBH Training Program will continue to provide in-depth and interdisciplinary training in the hearing sciences that prepares individuals to advance discovery and innovation at the interface of basic science and medicine. More complete knowledge of auditory system function promises both to solve some of the most perplexing and devastating problems of human health, and to design pioneering methodologies, systems, and devices that will transform how we live.",1901348 (contact); 1864255; ,"CARR, CATHERINE EMILY (contact); GORDON-SALANT, SANDRA M;","RIVERA-RENTAS, ALBERTO L",7/1/1994,6/30/2020,Biology; comparative; Hearing; ,Comparative and Evolutionary Biology of Hearing,46,ZDC1,Special Emphasis Panel ,,,22,323327,20608,343935,0,0,1,1,TRUE
8999602,T32,GM,2,N,6/17/2016,7/1/2016,6/30/2017,859,T32GM008500,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,2T32GM008500-21,NIGMS:233736\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,ITHACA,UNITED STATES,CHEMISTRY,23,872612445,US,1514802,CORNELL UNIVERSITY,NY,148502820,PUBLIC HEALTH RELEVANCE: The diagnosis and treatment of disease increasingly relies on a detailed molecular understanding of the underlying conditions and the ability to intervene with chemical precision. The Chemistry-Biology Interface training program at Cornell University unites a diverse group of chemists and biologists in an integrative graduate program that aims to produce future researchers that are capable of addressing the most pressing biomedical challenges at the molecular level.,8825400; ,"LIN, HENING ;","FABIAN, MILES",7/1/1996,6/30/2021,biological systems; Chemistry; ,Chemistry of Biological Systems,8500,TWD,NIGMS Initial Review Group ,,,21,220356,13380,233736,0,0,2,2,TRUE
9144809,T32,EY,4,N,9/5/2016,9/1/2016,3/31/2018,867,T32EY007031,SCHOOLS OF MEDICINE,PA-11-184,4T32EY007031-40,NEI:271106\,"TRAINING, INSTITUTIONAL",2016,NATIONAL EYE INSTITUTE,Eye Disease and Disorders of Vision; ,SEATTLE,UNITED STATES,ANATOMY/CELL BIOLOGY,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"Basic and clinical research can be expected to have a    dramatic and constructive impact on visual disabilities, one of the highest priorities for improved   world health. The Vision Training Grant at the University of Washington supports research and    education of young scientists who will make the next generation of advances against biomedical    problems in vision and ophthalmology. The opportunities for training are multidisciplinary and    cover a broad spectrum of disciplines from cell and molecular biology to systems biology and    visual perception. We welcome the opportunity to contribute new solutions to help decrease    blindness and morbidity in the world.",2451369; ,"CLARK, JOHN IRWIN;","AGARWAL, NEERAJ",7/1/1976,3/31/2018,Training; Vision research; ,Vision Research Training,7031,ZEY1,Special Emphasis Panel ,,,40,253406,17700,271106,0,0,1,1,TRUE
9060948,T32,GM,4,N,6/6/2016,7/1/2016,6/30/2017,859,T32GM067547,SCHOOLS OF PHARMACY,PA-11-184,4T32GM067547-14,NIGMS:368849\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,,SAN FRANCISCO,UNITED STATES,PHARMACOLOGY,12,94878337,US,577508,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,941186215,PUBLIC HEALTH RELEVANCE: The huge volume of data continually produced by genomic and related projects offers enormous opportunities for improving our understanding of human health and alleviating disease. The UCSF Bioinformatics Training Program aims to train a new generation of scientific leaders at the interface of computation and biology who will be needed to make effective use of these data.,10346771; ,"HERNANDEZ, RYAN D.;","MARCUS, STEPHEN",7/1/2003,6/30/2018,Bioinformatics; Grant; Training; ,BMI Bioinformatics Training Grant,67547,TWD,NIGMS Initial Review Group ,,,14,351008,17841,368849,3,0,0,3,TRUE
9072922,T32,HD,2,N,5/20/2016,5/20/2016,4/30/2017,865,T32HD049336,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,2T32HD049336-11A1,NICHD:242879\,"TRAINING, INSTITUTIONAL",2016,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,Clinical Research; ,BLOOMINGTON,UNITED STATES,BIOLOGY,9,6046700,US,577805,INDIANA UNIVERSITY BLOOMINGTON,IN,474013654,"PUBLIC HEALTH RELEVANCE: Understanding the sexual phenotype - or gender - has far reaching implications for human health and well- being. Trainee research on steroid hormones, maternal stress, changing environments, maternal and infant health, and healthy sexual behavior and reproduction, using human, non-human model systems, and evolutionarily diverse non-model systems will lead to insights into the basic mechanisms of reproduction and development and to understanding of the physiological differences between the sexes and their influence on illness and health outcomes, all of which will be valuable to policy makers, medical research, and health care.",7722048; ,"KETTERSON, ELLEN D;","TAYMANS, SUSAN",5/1/2005,4/30/2021,reproductive; ,Common Themes in Reproductive Diversity,49336,ZHD1,Special Emphasis Panel ,,A1,11,243640,15651,242879,0,0,1,1,TRUE
9059746,T32,GM,5,N,6/7/2016,7/1/2016,6/30/2017,859,T32GM083937,SCHOOLS OF MEDICINE,PA-11-184,5T32GM083937-08,NIGMS:322743\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Networking and Information Technology R&D; ,NEW YORK,UNITED STATES,ADMINISTRATION,12,60217502,US,1514803,WEILL MEDICAL COLL OF CORNELL UNIV,NY,100654805,"PUBLIC HEALTH RELEVANCE: The Tri-Institutional Training Program in Computational Biology and Medicine (CBM) is a collaborative program involving Cornell University in Ithaca, NY, the Weill Cornell Medical College in New York City, and the Sloan-Kettering Institute (the research arm of the Memorial Sloan-Kettering Cancer Center). The program trains computational biologists in the interdisciplinary approaches they need to solve the complex problems that characterize biology and medicine.",6184534; ,"CHRISTINI, DAVID J;","MARCUS, STEPHEN",7/1/2009,6/30/2019,Computational Biology; Medicine; Training Programs; ,Tri-Institutional Training Program in Computational Biology and Medicine,83937,TWD,NIGMS Initial Review Group ,,,8,307132,15611,322743,0,3,0,3,TRUE
9134802,T32,HG,5,N,8/12/2016,9/1/2016,8/31/2017,172,T32HG000035,SCHOOLS OF MEDICINE,PA-14-015,5T32HG000035-22,NHGRI:899462\,"TRAINING, INSTITUTIONAL",2016,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; ,SEATTLE,UNITED STATES,GENETICS,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PUBLIC HEALTH RELEVANCE: Genomics is integral to modern biomedical research and diagnosis. Genome-wide studies are used to identify potential genetic causes of disease, and proteomics is often used to identify biomarkers. Our program will train pre- and postdoctoral trainees for future biomedical and interdisciplinary research in genomics, proteomics, and computational biology.",2238304; ,"SWANSON, WILLIE J;","COLLEY, HEATHER",8/1/1995,8/31/2020,Genome; Science; Training; ,Interdisciplinary Training in Genome Sciences,35,ZHG1,Special Emphasis Panel ,,,22,846346,57344,899462,0,1,0,1,TRUE
9073230,T32,EB,1,N,5/5/2016,6/1/2016,5/31/2017,286,T32EB021937,BIOMED ENGR/COL ENGR/ENGR STA,PA-14-015,1T32EB021937-01,NIBIB:187448\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,Bioengineering; ,NASHVILLE,UNITED STATES,BIOMEDICAL ENGINEERING,5,965717143,US,8721001,VANDERBILT UNIVERSITY,TN,372407749,"PUBLIC HEALTH RELEVANCE: Over the past several decades, dramatic breakthroughs in biomedical science have been witnessed within laboratory research. The ability to translate those discoveries as well as to make new discoveries within human investigations has been a challenge and has been often characterized as the bottleneck of clinical research. We hypothesize that the fundamental bottlenecks associated with clinical translational research can be dramatically loosened with the training of engineers intimately familiar with human treatment and trained in the inception of novel technology-based platforms. The purpose of this training program is to create a new cadre of researchers capable of creating, developing, implementing, clinically evaluating, and translating methods, devices, algorithms, and systems designed with a clear focus at one particular application of medicine, namely, to facilitate surgical/interventiona processes and their outcomes. Thematically, our trainees and training program will have a central focus - innovative platform technologies for treatment and discovery.",1923845; 6706151 (contact); ,"LABADIE, ROBERT F; MIGA, MICHAEL IAN (contact);","BAIRD, RICHARD A",6/1/2016,5/31/2021,Engineering; innovation; Intervention; Operative Surgical Procedures; Research; Training Programs; ,Training Program for Innovative Engineering Research in Surgery and Intervention,21937,ZEB1,Special Emphasis Panel ,,,1,178304,9144,187448,0,0,1,1,TRUE
9098733,T32,DK,5,N,6/2/2016,7/1/2016,6/30/2017,847,T32DK064582,SCHOOLS OF MEDICINE,PA-11-184,5T32DK064582-13,NIDDK:126636\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,Pediatric; ,CHICAGO,UNITED STATES,INTERNAL MEDICINE/MEDICINE,1,5421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606375418,"PUBLIC HEALTH RELEVANCE: The Pediatric Endocrinology Research Training Program at the University of Chicago has as its main objective to training of highly qualified physician-scientist leaders capable in the use of a variety of modern experimental techniques that will enable them to translate fundamental discoveries into improved medical care of diabetes and other endocrine disorders in the community. The University's strengths in community research, bioinformatics, molecular biology and clinical care posit the training program to train the very best students who will have an impact on the health and well-being of society.",1862101; ,"PHILIPSON, LOUIS H.;","CASTLE, ARTHUR",7/1/2004,6/30/2019,Childhood; Endocrinology; Grant; Research Training; ,Pediatric Endocrinology Research Training Grant,64582,DDK,"Kidney, Urologic and Hematologic Diseases D Subcommittee ",,,13,121940,9755,126636,1,0,0,1,TRUE
9275227,T32,GM,3,N,7/29/2016,7/1/2016,6/30/2017,859,T32GM008151,SCHOOLS OF MEDICINE,PA-16-133,3T32GM008151-32S1,NIGMS:77430\,"TRAINING, INSTITUTIONAL",2016,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Neurosciences; ,SAINT LOUIS,UNITED STATES,NEUROSCIENCES,1,68552207,US,9083901,WASHINGTON UNIVERSITY,MO,631304862,"PUBLIC HEALTH RELEVANCE: This proposal would continue the tradition of innovative training for top-notch neuroscientists at Washington University. The Program is noted for its depth and breadth of molecular, cellular and systems research on the nervous system and its diseases, its advanced teaching and its dedicated community outreach. The proposal would support early stage graduate students from diverse backgrounds pursuing cutting-edge questions in the brain sciences.",2105543; ,"SNYDER, LAWRENCE H;","NIE, ZHONGZHEN",7/1/1985,6/30/2020,Molecular Neurobiology; System; ,Systems and Molecular Neurobiology,8151,TWD,NIGMS Initial Review Group ,,S1,32,71694,5736,77430,0,0,2,2,TRUE
8984900,T32,HL,5,N,6/9/2016,7/1/2016,6/30/2017,837,T32HL007627,,PA-14-015,5T32HL007627-32,NHLBI:815633\,"TRAINING, INSTITUTIONAL",2016,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,BOSTON,UNITED STATES,,7,30811269,US,1080401,BRIGHAM AND WOMEN'S HOSPITAL,MA,21156110,"PROJECT NARRATIVE Various disease processes that affect the cardiovascular, pulmonary, hematopoietic/immune, and other organ systems - creating a major health burden - appear to share in common basic pathogenetic mechanisms. Training in the skills of modern translational molecular pathology and bioinformatics can prepare the next generation of biomedical scientists to develop effective diagnostic, therapeutic and preventive strategies, in both academic and industrial settings.",1887468; 1898307 (contact); ,"GIMBRONE, MICHAEL A; MITCHELL, RICHARD N (contact);","WANG, WAYNE C",7/1/1985,6/30/2020,Blood Vessels; Injury; Kidney; Lung; ,"Vascular, Pulmonary and Renal Injury",7627,NITM,NHLBI Institutional Training Mechanism Review Committee ,,,32,756216,59417,815633,1,0,1,2,TRUE
9084573,T32,EY,4,N,7/4/2016,7/1/2016,6/30/2017,867,T32EY021462,SCHOOLS OF ARTS AND SCIENCES,PA-11-184,4T32EY021462-05,NEI:181620\,"TRAINING, INSTITUTIONAL",2016,NATIONAL EYE INSTITUTE,Eye Disease and Disorders of Vision; ,AUSTIN,UNITED STATES,PSYCHOLOGY,10,170230239,US,578403,"UNIVERSITY OF TEXAS, AUSTIN",TX,787595316,"Project Narrative   The goal of this proposal is to train pre- and post-doctoral scholars in vision, visual neuroscience and visually guided behavior. The program emphasizes the study of natural environments, natural tasks, and neural computation, and takes advantage of our special strengths in these areas. We believe that the study of vision in its natural context is highly valuable because it generalizes more readily to clinical issues than  restricted laboratory experiments, and provides a body of comparable data in normal populations. Students training in our program will have a suitable background for future work in clinical populations as they will learn a variety of relevant techniques such as eye tracking in unrestricted behavior and use of virtual environments, as well as developing a sound in background computational methods and in the neural basis of visually guided  behavior.",1863530; ,"HAYHOE, MARY M;","AGARWAL, NEERAJ",7/1/2012,6/30/2017,Training Programs; ,CPS Training Program,21462,ZEY1,Special Emphasis Panel ,,,5,177610,11282,181620,0,1,0,1,TRUE
